lDRB,lEFG,lFTA,lFTP,lMOL,lMOV,lORB,lPOSS,lRPI,lTO,lTOF,l_id,lconfTournWins,ldEff,lname,lnumGamesPlayed,loEff,lwinsVsTourney,wDRB,wEFG,wFTA,wFTP,wMOL,wMOV,wORB,wPOSS,wRPI,wTO,wTOF,w_id,wconfTournWins,wdEff,wname,wnumGamesPlayed,woEff,wwinsVsTourney
24.38235294,0.788135593,19.29411765,0.685082219,4.452684083,20.79846392,9.088235294,64.01176471,22,11.32352941,14.20588235,1326_2010,3,92.92684621,Ohio St,34,112.4265434,7,25,0.354545455,21.3030303,0.66474031,5.416887786,17.93444699,11.72727273,69.15757576,14,13.24242424,16.75757576,1397_2010,3,90.72403901,Tennessee,33,102.2470491,4
23.9375,0.471014493,30.46875,0.658219325,3.799836438,15.93570125,15.3125,70,6,14.59375,17.0625,1243_2010,2,98.08617459,Kansas St,32,112.5086848,9,23.59375,0.72826087,23.9375,0.741678001,3.209876543,12.07443182,9.25,62.91875,12,12.40625,13.6875,1139_2010,2,94.37405958,Butler,32,110.3471814,3
27.05882353,0.532786885,25.44117647,0.688045463,0.6,15.4031402,14.29411765,68.85294118,2,14.5,14.08823529,1246_2010,4,93.76981242,Kentucky,34,113.8028404,8,22.75757576,0.463636364,22.24242424,0.689231393,1.942577436,13.19579234,15.57575758,63.29090909,4,11.72727273,13.54545455,1452_2010,4,99.29821945,West Virginia,33,113.5375852,9
26.4516129,0.63,20.93548387,0.73408896,2.155420233,15.09264077,12.19354839,66.34193548,9,14,12.09677419,1124_2010,2,100.8196146,Baylor,31,116.1979937,8,24.44117647,0.460784314,22.82352941,0.755716166,2.197354497,21.30017301,14.61764706,65.83529412,3,11.11764706,14.79411765,1181_2010,4,91.11140687,Duke,34,115.0435754,8
25,0.354545455,21.3030303,0.66474031,5.416887786,17.93444699,11.72727273,69.15757576,14,13.24242424,16.75757576,1397_2010,3,90.72403901,Tennessee,33,102.2470491,4,25.5,0.518867925,20.59375,0.68350332,3.600887755,15.78304057,13.53125,65.58125,28,14.03125,12.9375,1277_2010,1,92.19342365,Michigan St,32,104.8018153,7
25.5,0.518867925,20.59375,0.68350332,3.600887755,15.78304057,13.53125,65.58125,28,14.03125,12.9375,1277_2010,1,92.19342365,Michigan St,32,104.8018153,7,23.59375,0.72826087,23.9375,0.741678001,3.209876543,12.07443182,9.25,62.91875,12,12.40625,13.6875,1139_2010,2,94.37405958,Butler,32,110.3471814,3
22.75757576,0.463636364,22.24242424,0.689231393,1.942577436,13.19579234,15.57575758,63.29090909,4,11.72727273,13.54545455,1452_2010,4,99.29821945,West Virginia,33,113.5375852,9,24.44117647,0.460784314,22.82352941,0.755716166,2.197354497,21.30017301,14.61764706,65.83529412,3,11.11764706,14.79411765,1181_2010,4,91.11140687,Duke,34,115.0435754,8
23.59375,0.72826087,23.9375,0.741678001,3.209876543,12.07443182,9.25,62.91875,12,12.40625,13.6875,1139_2010,2,94.37405958,Butler,32,110.3471814,3,24.44117647,0.460784314,22.82352941,0.755716166,2.197354497,21.30017301,14.61764706,65.83529412,3,11.11764706,14.79411765,1181_2010,4,91.11140687,Duke,34,115.0435754,8
24.5,0.423076923,16.86666667,0.724151656,3.603263058,12.10918031,11.5,63.41333333,31,12.26666667,12.43333333,1412_2011,1,95.81817211,UAB,30,105.8939904,1,23.4375,0.689393939,20.65625,0.694162226,3.080155439,14.05366448,11.46875,63.85625,57,13.34375,15.1875,1155_2011,2,94.80234031,Clemson,32,106.183027,2
22.18181818,0.5,22.51515152,0.684114755,11.95722413,9.10341325,10.3030303,63.46060606,188,11.63636364,13.54545455,1114_2011,4,106.8686875,Ark Little Rock,33,104.9450806,0,23.27586207,0.43442623,23.48275862,0.696761794,9.603008603,9.71407,11.34482759,69.49655172,147,15.20689655,17.27586207,1421_2011,1,94.75746518,UNC Asheville,29,99.05368883,0
22.28125,0.474137931,24.53125,0.583781067,17.35131846,7.566680839,13.3125,64.78125,257,15.71875,15.59375,1106_2011,3,98.13352452,Alabama St,32,93.93469353,0,24.06896552,0.601851852,22.75862069,0.720609181,7.715810255,6.138247161,10.34482759,66.96551724,194,13.48275862,13.68965517,1427_2011,4,102.4814457,UT San Antonio,29,102.1476095,0
23.84848485,0.594339623,18.87878788,0.651501802,5.946341454,13.25333481,10.15151515,63.12727273,67,11.36363636,11.96969697,1425_2011,2,97.60104803,USC,33,103.8598325,5,21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4
24.6969697,0.719512195,20,0.672257387,5.975338737,11.01618557,15.48484848,58.93939394,20,12.39393939,11.42424242,1330_2011,3,96.61559559,Old Dominion,33,109.1695013,7,24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1
21.42424242,0.526785714,22.84848485,0.686479599,9.763325217,11.9705807,11.06060606,64.38181818,109,11.84848485,13.42424242,1459_2011,3,102.5837623,Wofford,33,111.6843689,1,27,0.43220339,23.81818182,0.761847935,2.116019125,17.26329241,11.45454545,70.16363636,5,11,14.57575758,1140_2011,3,94.0503105,BYU,33,112.4217727,6
22.375,0.401785714,21.75,0.730507014,4.373472019,18.02802162,12.15625,71.73125,37,12.53125,18.15625,1281_2011,1,98.48342921,Missouri,32,110.7064208,4,22.54545455,0.422413793,21.39393939,0.659213604,3.890956149,17.52932783,13.09090909,62.4969697,36,11.57575758,14.36363636,1153_2011,2,92.84064803,Cincinnati,33,108.0167989,6
25.96969697,0.57,18.72727273,0.776612629,9.648411371,11.73770279,8.151515152,65.36969697,79,11.36363636,11.93939394,1137_2011,2,98.07554738,Bucknell,33,109.443975,2,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
23.96551724,0.625,19.10344828,0.76796906,7.254188046,11.79470257,8.724137931,64.53793103,157,14.31034483,13.27586207,1364_2011,4,101.0742703,Santa Barbara,29,104.3822038,1,24.42424242,0.51754386,20.18181818,0.654283041,7.663846648,13.54055049,13.09090909,63.58787879,8,12.42424242,12.54545455,1196_2011,3,98.48492369,Florida,33,111.6593118,13
21.84375,0.552631579,24,0.714819141,7.769611038,10.97667473,10.90625,64.725,26,12.4375,16.09375,1385_2011,2,102.1650699,St John's,32,107.8141983,9,25.875,0.578431373,23.125,0.757012642,7.321256039,21.3654746,11.46875,66.84375,56,13.53125,14.65625,1211_2011,2,94.78146855,Gonzaga,32,110.244487,2
26.625,0.602040816,22.6875,0.716379525,5.12,15.45138889,10.59375,62.575,15,11.8125,12.15625,1429_2011,3,92.53101299,Utah St,32,113.8068811,0,23.12903226,0.537878788,24.41935484,0.650898542,6.382813706,15.68937766,14.64516129,67.2516129,23,14.96774194,15.67741935,1243_2011,1,95.51770734,Kansas St,31,104.9084521,4
24.73333333,0.481818182,19.76666667,0.725704354,10.26505102,9.244679797,9.766666667,63.24,40,12.3,11.93333333,1343_2011,3,98.21480223,Princeton,30,106.9378809,1,26,0.552083333,21.57575758,0.722176243,3.194739577,18.84601635,12.09090909,65.38787879,7,10.66666667,12.27272727,1246_2011,4,95.87496771,Kentucky,33,114.7473036,10
23.97058824,0.577586207,17.97058824,0.670322421,3.170825752,18.27507908,12.58823529,67.89411765,17,13.02941176,16.05882353,1257_2011,2,91.88750216,Louisville,34,106.8687128,11,23.16129032,0.635416667,21.77419355,0.665883654,7.217857143,15.11887694,13.77419355,63.16129032,77,15.06451613,14.93548387,1287_2011,2,98.58717883,Morehead St,31,109.3439971,1
23.27586207,0.43442623,23.48275862,0.696761794,9.603008603,9.71407,11.34482759,69.49655172,147,15.20689655,17.27586207,1421_2011,1,94.75746518,UNC Asheville,29,99.05368883,0,25.65625,0.724489796,23.8125,0.66652172,0.957691135,16.49102535,14.21875,61.99375,10,11.65625,11.3125,1338_2011,1,93.91199879,Pittsburgh,32,113.8208453,10
26.06060606,0.468253968,24.66666667,0.745120261,3.054674909,16.15669386,10.87878788,66.8969697,27,13.15151515,12.21212121,1435_2011,2,99.32560753,Vanderbilt,33,111.9689762,6,24.11764706,0.655555556,18,0.702909151,4.471057942,15.75604004,9.058823529,62.67058824,41,10.67647059,12.61764706,1350_2011,4,95.06800141,Richmond,34,109.4842198,3
23.79310345,0.61627907,23.44827586,0.766076605,8.887205387,12.84441708,11.79310345,64.82758621,99,14.48275862,13.65517241,1294_2011,2,102.1192379,N Colorado,29,108.9976789,0,24.6875,0.540322581,18.65625,0.711318095,1.140350877,13.75661058,12.59375,62.9,3,11.03125,12.6875,1361_2011,4,92.79397347,San Diego St,32,111.8944786,6
21.60606061,0.526785714,16.3030303,0.742389704,7.942094339,10.4792038,9.96969697,58.43030303,39,10.54545455,10.81818182,1336_2011,4,101.3727945,Penn St,33,102.2955217,5,25.0625,0.48245614,19.6875,0.694375137,4.108780891,13.96226563,11.03125,64.75,30,10.78125,13.3125,1396_2011,2,94.51401153,Temple,32,107.8712642,4
25.25,0.481132075,20.34375,0.685203757,7.110805161,14.06600437,11.9375,64.95,45,13.3125,11.84375,1277_2011,2,95.26357702,Michigan St,32,97.87980879,6,25.40625,0.435185185,23,0.688594714,5.406187941,11.58334549,11.8125,65.98125,44,14.84375,12.0625,1417_2011,1,96.23192839,UCLA,32,102.2637789,4
23.4375,0.689393939,20.65625,0.694162226,3.080155439,14.05366448,11.46875,63.85625,57,13.34375,15.1875,1155_2011,2,94.80234031,Clemson,32,106.183027,2,23.03225806,0.598039216,22.58064516,0.700299375,3.802176398,12.98202084,14.38709677,62.16129032,21,12.09677419,12.06451613,1452_2011,1,98.7636397,West Virginia,31,106.9396062,8
23.26470588,0.64084507,22.32352941,0.727516708,8.363636364,21.07282913,13.08823529,68.48823529,51,13.94117647,19.17647059,1125_2011,2,87.55992226,Belmont,34,113.6885435,1,21.51612903,0.343137255,15.03225806,0.801132736,3.581400922,17.96896862,10.5483871,56.46451613,16,7.387096774,9.677419355,1458_2011,0,99.5617013,Wisconsin,31,116.0324806,8
23.58823529,0.586538462,22.29411765,0.671451781,6.071215947,11.49273408,12.08823529,68.62352941,28,15.29411765,14.85294118,1272_2011,4,94.18345706,Memphis,34,99.41712243,3,24.17647059,0.5625,23.79411765,0.742521206,4.645143589,15.8906585,10.41176471,65.95882353,19,12.85294118,12.67647059,1112_2011,3,102.1974419,Arizona,34,116.0796656,5
24.48387097,0.455555556,23.58064516,0.644194445,6.539721098,7.964586255,11.09677419,66.4,153,12.12903226,15.74193548,1214_2011,4,95.61791192,Hampton,31,103.4006186,1,25.97058824,0.663793103,22.44117647,0.748311998,1.530589544,20.56481863,12.29411765,68.88823529,4,12.23529412,14.97058824,1181_2011,3,89.82519216,Duke,34,113.1506454,10
23.64516129,0.427083333,24.61290323,0.69622879,3.839639081,14.2940438,12.22580645,62.39354839,29,13.06451613,13.32258065,1401_2011,2,95.57999175,Texas A&M,31,106.1538676,5,26.58064516,0.56122449,21.35483871,0.651655201,4.911574679,16.25044035,12.4516129,68.38064516,55,16.12903226,15.48387097,1199_2011,1,88.28257498,Florida St,31,97.99172001,2
24.875,0.611111111,23.5,0.74805653,3.54639881,15.71037924,12.25,64.3375,38,11.96875,12.0625,1437_2011,0,99.77131111,Villanova,32,110.6436131,9,24.5,0.541666667,21.46875,0.674640796,5.096180556,16.83577713,10.59375,63.5875,24,10.9375,13.625,1206_2011,1,93.844214,George Mason,32,111.9041371,2
23.9375,0.554545455,21.84375,0.692282777,3.437546238,15.88199376,11.25,65.83125,25,12.65625,16.21875,1424_2011,2,94.91082508,UNLV,32,109.0123614,2,24.59375,0.605769231,16.125,0.733118827,3.895173592,15.69096735,10.21875,65.29375,48,12.71875,12.25,1228_2011,1,95.50546486,Illinois,32,104.0997034,8
24,0.364583333,20.08823529,0.722050241,8.625302386,8.395313544,12,61.27058824,129,11.94117647,11.26470588,1131_2011,3,100.6787566,Boston Univ,34,103.9356589,0,26.88235294,0.698275862,23.41176471,0.679926294,1.172064777,19.2151634,11.67647059,68.77647059,1,13.47058824,14.32352941,1242_2011,4,93.20967267,Kansas,34,117.5574508,10
25.25806452,0.609090909,23.90322581,0.739837118,4.883830455,11.93789141,10.22580645,64.49677419,22,11.96774194,12.4516129,1462_2011,1,98.96654251,Xavier,31,111.3963657,5,23.79411765,0.359649123,25.44117647,0.693486909,4.213336811,18.52658155,12.41176471,66.64705882,64,11.97058824,14.05882353,1266_2011,2,100.5863333,Marquette,34,110.549383,6
24.09090909,0.508333333,22.84848485,0.670140399,3.401814874,10.663114,13.87878788,65.98787879,34,13.21212121,14.09090909,1397_2011,1,98.2146368,Tennessee,33,102.8900252,9,23.53125,0.533898305,14.8125,0.695523544,6.040847439,13.68887296,8.0625,61.14375,52,10.15625,11.5625,1276_2011,2,101.6137284,Michigan,32,106.4119271,7
27.375,0.5,30.4375,0.637148085,3.442105263,12.58796296,14.46875,73.175,75,15.34375,14.96875,1254_2011,2,100.5395928,Long Island,32,112.3530449,0,28.33333333,0.379032258,23.54545455,0.656684945,5.419260194,15.6350142,14.18181818,70.84242424,6,13.51515152,14.18181818,1314_2011,3,93.62637026,North Carolina,33,105.887455,8
24.20588235,0.549180328,18.23529412,0.706715666,11.51981737,10.12452862,10.05882353,66.47058824,107,12.02941176,13.94117647,1103_2011,4,99.22773829,Akron,34,104.6537652,1,26,0.577586207,24.4375,0.718493987,4.684807862,16.52209677,10.9375,63.36875,9,10.6875,10.34375,1323_2011,2,100.4865774,Notre Dame,32,116.1659143,14
24.06896552,0.601851852,22.75862069,0.720609181,7.715810255,6.138247161,10.34482759,66.96551724,194,13.48275862,13.68965517,1427_2011,4,102.4814457,UT San Antonio,29,102.1476095,0,23.29411765,0.656862745,21.02941176,0.691945069,0.635555556,18.9322681,11.20588235,62.97058824,2,10.17647059,15.02941176,1326_2011,4,91.8957946,Ohio St,34,118.0883789,16
24.42424242,0.614583333,20.81818182,0.645650387,13.73576605,7.770451784,11.36363636,64.26666667,92,15.06060606,14.18181818,1389_2011,3,96.35495461,St Peter's,33,98.51638654,1,24.1875,0.441176471,20.15625,0.723966487,3.616358983,17.99582197,11.03125,64.75,12,10.34375,14.375,1345_2011,0,92.355203,Purdue,32,108.98984,11
24.40625,0.661764706,20.21875,0.712018965,10.28911031,12.56060606,10.53125,64.275,84,14.0625,12.6875,1232_2011,3,100.7801715,Indiana St,32,102.482194,0,25.24242424,0.506578947,20.45454545,0.653450374,2.511337148,15.62152778,12.60606061,65.03030303,18,12.12121212,14,1393_2011,2,97.50621208,Syracuse,33,113.3743946,10
26.3030303,0.604477612,24.15151515,0.70731394,14.63314286,15.37322084,12.45454545,71.26666667,53,13.66666667,12,1324_2011,3,107.7673952,Oakland,33,119.8099573,1,26.70588235,0.522727273,25.20588235,0.651182129,2.824546115,18.95767583,13.79411765,66.43529412,11,11.82352941,13,1400_2011,3,88.24261751,Texas,34,107.4654155,8
23.64516129,0.528846154,17.90322581,0.721206769,4.276208976,12.96225088,10.06451613,63.77419355,13,13.41935484,11.5483871,1207_2011,0,100.7294801,Georgetown,31,108.1508254,11,21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4
25.34375,0.447368421,20.25,0.699229866,4.251446689,9.935666422,12.375,64.50625,47,13.40625,12.21875,1208_2011,1,97.00900771,Georgia,32,103.954683,3,25.3030303,0.598484848,20.93939394,0.667300301,3.185582777,24.06636855,14.03030303,71.19393939,32,12.36363636,14.87878788,1449_2011,3,95.42324463,Washington,33,112.6535076,5
25.65625,0.724489796,23.8125,0.66652172,0.957691135,16.49102535,14.21875,61.99375,10,11.65625,11.3125,1338_2011,1,93.91199879,Pittsburgh,32,113.8208453,10,24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1
25.875,0.578431373,23.125,0.757012642,7.321256039,21.3654746,11.46875,66.84375,56,13.53125,14.65625,1211_2011,2,94.78146855,Gonzaga,32,110.244487,2,27,0.43220339,23.81818182,0.761847935,2.116019125,17.26329241,11.45454545,70.16363636,5,11,14.57575758,1140_2011,3,94.0503105,BYU,33,112.4217727,6
22.54545455,0.422413793,21.39393939,0.659213604,3.890956149,17.52932783,13.09090909,62.4969697,36,11.57575758,14.36363636,1153_2011,2,92.84064803,Cincinnati,33,108.0167989,6,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
25.40625,0.435185185,23,0.688594714,5.406187941,11.58334549,11.8125,65.98125,44,14.84375,12.0625,1417_2011,1,96.23192839,UCLA,32,102.2637789,4,24.42424242,0.51754386,20.18181818,0.654283041,7.663846648,13.54055049,13.09090909,63.58787879,8,12.42424242,12.54545455,1196_2011,3,98.48492369,Florida,33,111.6593118,13
23.03225806,0.598039216,22.58064516,0.700299375,3.802176398,12.98202084,14.38709677,62.16129032,21,12.09677419,12.06451613,1452_2011,1,98.7636397,West Virginia,31,106.9396062,8,26,0.552083333,21.57575758,0.722176243,3.194739577,18.84601635,12.09090909,65.38787879,7,10.66666667,12.27272727,1246_2011,4,95.87496771,Kentucky,33,114.7473036,10
23.16129032,0.635416667,21.77419355,0.665883654,7.217857143,15.11887694,13.77419355,63.16129032,77,15.06451613,14.93548387,1287_2011,2,98.58717883,Morehead St,31,109.3439971,1,24.11764706,0.655555556,18,0.702909151,4.471057942,15.75604004,9.058823529,62.67058824,41,10.67647059,12.61764706,1350_2011,4,95.06800141,Richmond,34,109.4842198,3
25.0625,0.48245614,19.6875,0.694375137,4.108780891,13.96226563,11.03125,64.75,30,10.78125,13.3125,1396_2011,2,94.51401153,Temple,32,107.8712642,4,24.6875,0.540322581,18.65625,0.711318095,1.140350877,13.75661058,12.59375,62.9,3,11.03125,12.6875,1361_2011,4,92.79397347,San Diego St,32,111.8944786,6
23.12903226,0.537878788,24.41935484,0.650898542,6.382813706,15.68937766,14.64516129,67.2516129,23,14.96774194,15.67741935,1243_2011,1,95.51770734,Kansas St,31,104.9084521,4,21.51612903,0.343137255,15.03225806,0.801132736,3.581400922,17.96896862,10.5483871,56.46451613,16,7.387096774,9.677419355,1458_2011,0,99.5617013,Wisconsin,31,116.0324806,8
26.70588235,0.522727273,25.20588235,0.651182129,2.824546115,18.95767583,13.79411765,66.43529412,11,11.82352941,13,1400_2011,3,88.24261751,Texas,34,107.4654155,8,24.17647059,0.5625,23.79411765,0.742521206,4.645143589,15.8906585,10.41176471,65.95882353,19,12.85294118,12.67647059,1112_2011,3,102.1974419,Arizona,34,116.0796656,5
23.53125,0.533898305,14.8125,0.695523544,6.040847439,13.68887296,8.0625,61.14375,52,10.15625,11.5625,1276_2011,2,101.6137284,Michigan,32,106.4119271,7,25.97058824,0.663793103,22.44117647,0.748311998,1.530589544,20.56481863,12.29411765,68.88823529,4,12.23529412,14.97058824,1181_2011,3,89.82519216,Duke,34,113.1506454,10
26,0.577586207,24.4375,0.718493987,4.684807862,16.52209677,10.9375,63.36875,9,10.6875,10.34375,1323_2011,2,100.4865774,Notre Dame,32,116.1659143,14,26.58064516,0.56122449,21.35483871,0.651655201,4.911574679,16.25044035,12.4516129,68.38064516,55,16.12903226,15.48387097,1199_2011,1,88.28257498,Florida St,31,97.99172001,2
24.59375,0.605769231,16.125,0.733118827,3.895173592,15.69096735,10.21875,65.29375,48,12.71875,12.25,1228_2011,1,95.50546486,Illinois,32,104.0997034,8,26.88235294,0.698275862,23.41176471,0.679926294,1.172064777,19.2151634,11.67647059,68.77647059,1,13.47058824,14.32352941,1242_2011,4,93.20967267,Kansas,34,117.5574508,10
25.24242424,0.506578947,20.45454545,0.653450374,2.511337148,15.62152778,12.60606061,65.03030303,18,12.12121212,14,1393_2011,2,97.50621208,Syracuse,33,113.3743946,10,23.79411765,0.359649123,25.44117647,0.693486909,4.213336811,18.52658155,12.41176471,66.64705882,64,11.97058824,14.05882353,1266_2011,2,100.5863333,Marquette,34,110.549383,6
25.3030303,0.598484848,20.93939394,0.667300301,3.185582777,24.06636855,14.03030303,71.19393939,32,12.36363636,14.87878788,1449_2011,3,95.42324463,Washington,33,112.6535076,5,28.33333333,0.379032258,23.54545455,0.656684945,5.419260194,15.6350142,14.18181818,70.84242424,6,13.51515152,14.18181818,1314_2011,3,93.62637026,North Carolina,33,105.887455,8
24.5,0.541666667,21.46875,0.674640796,5.096180556,16.83577713,10.59375,63.5875,24,10.9375,13.625,1206_2011,1,93.844214,George Mason,32,111.9041371,2,23.29411765,0.656862745,21.02941176,0.691945069,0.635555556,18.9322681,11.20588235,62.97058824,2,10.17647059,15.02941176,1326_2011,4,91.8957946,Ohio St,34,118.0883789,16
24.1875,0.441176471,20.15625,0.723966487,3.616358983,17.99582197,11.03125,64.75,12,10.34375,14.375,1345_2011,0,92.355203,Purdue,32,108.98984,11,21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4
25.97058824,0.663793103,22.44117647,0.748311998,1.530589544,20.56481863,12.29411765,68.88823529,4,12.23529412,14.97058824,1181_2011,3,89.82519216,Duke,34,113.1506454,10,24.17647059,0.5625,23.79411765,0.742521206,4.645143589,15.8906585,10.41176471,65.95882353,19,12.85294118,12.67647059,1112_2011,3,102.1974419,Arizona,34,116.0796656,5
21.51612903,0.343137255,15.03225806,0.801132736,3.581400922,17.96896862,10.5483871,56.46451613,16,7.387096774,9.677419355,1458_2011,0,99.5617013,Wisconsin,31,116.0324806,8,24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1
24.6875,0.540322581,18.65625,0.711318095,1.140350877,13.75661058,12.59375,62.9,3,11.03125,12.6875,1361_2011,4,92.79397347,San Diego St,32,111.8944786,6,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
27,0.43220339,23.81818182,0.761847935,2.116019125,17.26329241,11.45454545,70.16363636,5,11,14.57575758,1140_2011,3,94.0503105,BYU,33,112.4217727,6,24.42424242,0.51754386,20.18181818,0.654283041,7.663846648,13.54055049,13.09090909,63.58787879,8,12.42424242,12.54545455,1196_2011,3,98.48492369,Florida,33,111.6593118,13
24.11764706,0.655555556,18,0.702909151,4.471057942,15.75604004,9.058823529,62.67058824,41,10.67647059,12.61764706,1350_2011,4,95.06800141,Richmond,34,109.4842198,3,26.88235294,0.698275862,23.41176471,0.679926294,1.172064777,19.2151634,11.67647059,68.77647059,1,13.47058824,14.32352941,1242_2011,4,93.20967267,Kansas,34,117.5574508,10
23.29411765,0.656862745,21.02941176,0.691945069,0.635555556,18.9322681,11.20588235,62.97058824,2,10.17647059,15.02941176,1326_2011,4,91.8957946,Ohio St,34,118.0883789,16,26,0.552083333,21.57575758,0.722176243,3.194739577,18.84601635,12.09090909,65.38787879,7,10.66666667,12.27272727,1246_2011,4,95.87496771,Kentucky,33,114.7473036,10
23.79411765,0.359649123,25.44117647,0.693486909,4.213336811,18.52658155,12.41176471,66.64705882,64,11.97058824,14.05882353,1266_2011,2,100.5863333,Marquette,34,110.549383,6,28.33333333,0.379032258,23.54545455,0.656684945,5.419260194,15.6350142,14.18181818,70.84242424,6,13.51515152,14.18181818,1314_2011,3,93.62637026,North Carolina,33,105.887455,8
26.58064516,0.56122449,21.35483871,0.651655201,4.911574679,16.25044035,12.4516129,68.38064516,55,16.12903226,15.48387097,1199_2011,1,88.28257498,Florida St,31,97.99172001,2,21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4
24.42424242,0.51754386,20.18181818,0.654283041,7.663846648,13.54055049,13.09090909,63.58787879,8,12.42424242,12.54545455,1196_2011,3,98.48492369,Florida,33,111.6593118,13,24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1
24.17647059,0.5625,23.79411765,0.742521206,4.645143589,15.8906585,10.41176471,65.95882353,19,12.85294118,12.67647059,1112_2011,3,102.1974419,Arizona,34,116.0796656,5,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
28.33333333,0.379032258,23.54545455,0.656684945,5.419260194,15.6350142,14.18181818,70.84242424,6,13.51515152,14.18181818,1314_2011,3,93.62637026,North Carolina,33,105.887455,8,26,0.552083333,21.57575758,0.722176243,3.194739577,18.84601635,12.09090909,65.38787879,7,10.66666667,12.27272727,1246_2011,4,95.87496771,Kentucky,33,114.7473036,10
26.88235294,0.698275862,23.41176471,0.679926294,1.172064777,19.2151634,11.67647059,68.77647059,1,13.47058824,14.32352941,1242_2011,4,93.20967267,Kansas,34,117.5574508,10,21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4
21.08823529,0.577586207,20.61764706,0.71682916,4.181663907,10.32867569,10.91176471,64.65882353,49,11.55882353,14.88235294,1433_2011,2,99.30280966,VA Commonwealth,34,105.1772818,4,24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1
26,0.552083333,21.57575758,0.722176243,3.194739577,18.84601635,12.09090909,65.38787879,7,10.66666667,12.27272727,1246_2011,4,95.87496771,Kentucky,33,114.7473036,10,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
24.06451613,0.59,21.4516129,0.724849972,10.28128221,13.57720348,10.87096774,64.80645161,33,11.29032258,12.58064516,1139_2011,2,96.36554865,Butler,31,107.5853598,1,25.14285714,0.481818182,20.62857143,0.751761002,3.198381436,12.86436593,14.42857143,65.62285714,14,11.74285714,12.14285714,1163_2011,5,99.98290643,Connecticut,35,110.5436676,12
23.96875,0.637254902,19.03125,0.719102826,3.654819005,14.84274617,10.78125,70.55,40,12.375,15.9375,1233_2012,1,97.25262217,Iona,32,111.6164055,3,27.09677419,0.443396226,22.03225806,0.705991153,9.825219772,18.83565852,10.80645161,70.94193548,45,12.90322581,15.58064516,1140_2012,1,97.05813556,BYU,31,112.6949187,1
23.87878788,0.5625,20.78787879,0.661268586,18.83402778,6.771159875,13.24242424,69.07272727,144,14.48484848,16.24242424,1290_2012,3,98.21488638,MS Valley St,33,97.77688386,0,23.39393939,0.535087719,22.3030303,0.700465756,11.14399455,4.233682984,12.51515152,66.8,189,15.03030303,14.57575758,1443_2012,4,100.9400316,WKU,33,96.62930655,0
24.90909091,0.540816327,19,0.750029622,7.481605974,18.49411654,9.96969697,65.02424242,37,12.24242424,12.93939394,1143_2012,1,95.59743406,California,33,110.9051396,1,23.3125,0.536363636,16.6875,0.717934277,8.700862518,10.76522636,10.375,58.7375,52,13.6875,11.25,1378_2012,1,97.27116136,South Florida,32,99.8303508,3
